fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,target
8.001420409216818,0.3290127890015114,0.36084517007680683,1.8746448976957955,0.06516903401536137,5.084517007680682,10.0,0.9943024076202153,3.2666193196927726,0.5433806803072273,11.19154829923193,1
8.319455616451085,0.2620816575323371,0.3940272191774457,2.161088767097828,0.045429941095190204,4.0,10.0,0.9937391834246766,3.294163315064674,0.7059727808225542,12.62081657532337,1
5.616491604959822,0.6558770987600446,0.004397761322619154,2.1945027983467265,0.0867251399173363,3.0137430041331847,10.958770987600445,0.9937665318559485,3.705189948553385,0.6289005596693452,12.8,1
8.580499421172131,0.3197567839783532,0.30073181291974665,2.3609771937961996,0.07653680713146796,17.390228062038002,49.0,0.9974863495948205,3.28731596434266,0.72780456124076,10.4170684186114,1
8.375958240892567,0.314557494453554,0.39379791204462833,2.3392334072859464,0.07496167036429732,17.30383296357027,42.92404175910743,0.9945022857575319,3.3046829231375203,0.7730383296357027,12.370870990482636,1
8.912504879805663,0.4869436853635634,0.14194563728582896,2.5,0.09218058266558703,19.055533867530382,49.0,0.9977416699198705,3.304582520032389,0.8222213547012153,10.458330080129556,1
9.39590635876893,0.4028098100337312,0.31038706859189985,1.6920356728499315,0.059680312137436825,31.720133773187243,46.51991081787517,0.9961382845091483,3.3080089182124826,0.8007964327150068,11.10409364123107,1
9.750075619072962,0.44375189047682406,0.49156580833444213,2.0562279444370524,0.07065632876986767,23.0,42.0,0.9959188199476425,3.1168683833311155,0.6987493698410586,11.624962190463519,1
9.273341759617809,0.40083228004777394,0.36659094271484205,2.544103212278293,0.08360258030695733,14.55896787721707,33.0,0.9990099817805865,3.4214864664938776,0.7692567667530612,10.58384518158256,1
10.175063454995502,0.3375063454995504,0.4743892773739882,2.0750634549955036,0.052623413625112414,4.875317274977517,9.0,0.9945937150997516,3.1962595182493256,0.682519036498651,12.062595182493254,1
7.944321727571868,0.3355678272428132,0.36590956367624905,1.944321727571868,0.0639658263566564,5.147739091906226,10.0,0.9943628547375303,3.275909563676249,0.5606834728668718,11.2,1
5.360064921423756,0.7797564746361965,0.06935064571300174,1.2798701571524869,0.045733766142825046,13.665584642937391,92.33441535706261,0.9922895129492724,3.5846428621446225,0.8340259685695026,13.079870157152486,1
6.468181359185663,0.4531818640814337,0.22302130667503264,3.005614460266329,0.058810158537823315,7.748662021613324,28.374331010806664,0.9939222457841066,3.3707220034330336,0.5994920731088341,11.675401393516003,1
9.659996605370267,0.48444406726336287,0.3368888134526726,2.813345780309025,0.0929110847084354,10.0,45.311118654732745,0.9987115572905885,3.2617783058312924,0.6264450856522831,9.824447461893097,1
7.849462724812022,0.30003070143931304,0.379969298560687,2.2497697392051523,0.05575575651987119,4.0,9.499232464017174,0.9933697083363265,3.3375115130397424,0.6624424348012881,12.8,1
7.324377722186875,0.47421029098061707,0.3212188861093438,2.1030472152733597,0.06157338986172968,31.121888610934377,53.969527847266406,0.9972105234917664,3.299085835417992,0.6609699749840939,10.073133166560625,1
7.860164494322417,0.2710399851250231,0.30618094375465865,1.8062280151402215,0.0562573453217297,7.398355056775831,14.867214981074723,0.9946862280151393,3.3452291535958025,0.7880493482967251,11.873442996214944,1
6.910438662127562,0.5579218655937874,0.15228306844104395,1.4833173366345003,0.06712488002475875,14.645853329206874,22.062440012379376,0.9944866730653459,3.411248800247588,0.6116586683172501,10.42497600495175,1
8.0765965990049,0.566205371185765,0.17092225635155134,2.6191491497512245,0.08609222563515513,8.808508502487753,14.794327665008165,0.9956818445127021,3.4305672334991835,0.7417731066003266,11.739716383250409,1
9.15243458326624,0.3031460749959744,0.3588764499758466,2.0209738333064964,0.06504869166532481,12.104869166532481,25.0,0.9951526591583426,3.270486916653248,0.8316104666774015,11.773408416572735,1
7.531297396953091,0.43615249023279246,0.2533437180109603,1.9838163557343267,0.07578778438171854,17.73740520609382,38.0,0.9940877843817185,3.3694962082437527,0.8432367288531347,13.101069891578256,1
7.3275987149331705,0.2682283878475958,0.38640554906283625,2.7005122663235537,0.06573425817713938,11.729135513903833,40.270864486096166,0.994920446086365,3.489011740659087,0.8109370327085575,12.472913551390384,1
7.763965092018836,0.33,0.32436034907981165,2.32036160122072,0.06438379055211302,3.5639650920188366,12.436034907981163,0.9952837643331355,3.2694775564413185,0.9082518687135956,11.579102257652742,1
9.897348973168068,0.41769939802291034,0.5656638987290138,4.052212995763379,0.09168141997175586,11.0,24.0,0.9970565536651185,3.2868141997175586,0.9342484950572758,12.015929001412207,1
5.364318268515178,0.42,0.26732387013863834,2.0,0.0891454614812142,22.643182685151775,54.55397835643972,0.9944414949705767,3.7746477402772767,0.6489204328712056,12.451647358810495,1
9.046466443598447,0.301007045882639,0.39141342256062095,2.0282684512124187,0.08627208030455885,6.0,10.0,0.9957983744932876,3.1764664435984478,0.58,11.52826845121242,1
8.966432823099602,0.3336397746564543,0.41763275934944233,1.8632514880848607,0.07172795493129086,6.0,15.0,0.9957204258077926,3.2510245535745415,0.7213426870760159,11.8,1
8.997121940716521,0.272853656786087,0.3368585372855652,1.9299755975026087,0.06025658508577392,13.0,27.0,0.9947416292255802,3.2188487762866087,0.7542682839304349,11.562829254288696,1
11.5734270527125,0.3936984970715278,0.6225487169851387,3.465346590782638,0.07500542888718056,7.947939882861112,36.10412023427777,0.9989591313780511,3.2294793988286115,0.6805748900431945,12.5734270527125,1
9.467343545081043,0.39738748360648346,0.46514269877044867,2.557958278688278,0.07628979139344139,11.355104303279305,19.0,0.9956039955655726,3.1980406127048626,0.6584083442623444,11.671020860655862,1
10.789293704174945,0.27892937041749455,0.5378587408349891,1.994646852087473,0.0613747203538769,6.648822840291576,19.70235431941685,0.9978595291361166,3.2889293704174944,0.9291648023591794,10.605353147912528,1
6.6,0.704691346456105,0.0247958210175425,2.143874630526275,0.06056125369473725,34.602089491228746,50.602089491228746,0.9944401898685612,3.4315289572982226,0.66408357964915,11.935707471227975,1
6.766320206114332,0.5766320206114333,0.13168398969428338,2.3168398969428337,0.07190020979043078,13.0,28.58419948471417,0.9950635553552017,3.461580051528583,0.62,11.076299227071253,1
12.342130781986613,0.4447327198329317,0.6321084039368139,1.768448534447122,0.07589495277065596,23.0,42.263177524605084,0.9981579065147631,2.9515813029526106,0.68,10.736859772144578,1
9.32112886702478,0.3132677320214869,0.41960639212892126,2.0884515468099125,0.06842257734049563,12.442257734049562,25.0,0.9951290419586162,3.3042257734049563,0.8046193812760349,12.009580413834694,1
9.60673228266962,0.35211496085250626,0.48413464565339237,4.765385826135696,0.07613464565339237,9.586535434660759,18.759606303982277,0.9962828771692654,3.277980315199114,0.678364567358405,12.324039369601772,1
8.838675125513584,0.347735025102717,0.43466878137839615,1.756445854252264,0.06664458542522642,6.564458542522641,15.564458542522642,0.994890035703636,3.249198731172962,0.7117770728738679,12.19512097976585,1
10.5,0.2524245474809742,0.4510613687024355,1.862122737404871,0.07762122737404871,6.0,23.242454748097423,0.9976,3.1913631787785386,1.043787726259513,10.86212273740487,1
6.88476606903644,0.5009872401292603,0.3104936200646302,2.4049362006463015,0.08896297849515274,22.325106332256162,56.349787335487676,0.9961239022339233,3.6416467981125136,0.6636212783710342,12.030042532902465,1
9.750528904282481,0.37297531780015086,0.3280634685138978,2.5200705205709975,0.09579929479429003,16.0,48.79929479429003,0.998240141041142,3.182975317800151,0.732112832913596,10.060211561712993,1
7.564533133376144,0.38279116443302835,0.2947954322486219,3.7988453775779965,0.09811332833440359,8.784889555412855,17.392444777706427,0.9971316265067008,3.345697791108257,0.7407555222293574,11.078488955541285,1
7.204517475628276,0.4711806857364178,0.2618069902513106,2.019917839918189,0.07426694053360604,17.755646844535345,37.02258737814138,0.9938375769420222,3.4288706310929307,0.8824435315546465,13.28234089789595,1
5.199649539569788,0.4900700920860424,0.14512266115057418,2.1498247697848942,0.04498948618709364,16.0,95.02102762581272,0.9921110163352476,3.4998598158279153,0.8749824769784894,13.248773388494259,1
8.60626818931008,0.3733034848128091,0.42017909112314517,1.9964181775370968,0.047910454438427424,21.66069696256183,42.0,0.9946984075818225,3.2730348481280913,0.7802686366847178,11.49373181068992,1
5.580107547127962,0.8248028930287523,0.053978490574407526,1.4530465409921003,0.045198924528720374,12.265232704960502,88.06630817624013,0.9923615412577806,3.5586738364751977,0.8239784905744075,12.944205450826747,1
5.224863398342447,0.47849312737318506,0.04391786882971886,1.6015068726268151,0.05428630579909484,19.120549810145196,105.97739691059778,0.9927316443251631,3.538191752847822,0.6209794672074297,12.187191582672073,1
6.290133119085011,0.4192932637026287,0.3511335208006151,2.0901331190850114,0.07077466720228746,13.774667202287471,24.450665595425058,0.9941222670416002,3.438733360114374,0.8362000803431208,11.492932637026286,1
11.519214091804436,0.6474017614755543,0.6188500452456319,4.542357724586696,0.10134498642631042,6.365356819674058,19.730713639348114,0.9989461427278696,3.2017321590162973,0.7448035229511086,12.96157181639113,1
8.004876079676505,0.4470743521940971,0.2436570597573786,2.4024380398382523,0.06960971179272135,31.43904900404369,46.536570597573785,0.9947385311211018,3.3882933721132233,0.8117066278867767,12.54634294024262,1
10.414918248216386,0.3165735766052532,0.6061308028537834,2.6955722624853022,0.08131471532105064,5.149182482163853,22.298364964327707,0.9995016350356724,3.2435899269619757,0.7638691971462166,11.17016350356723,1
9.994534850551828,0.3161521337178101,0.35439438122700717,1.6527325747240864,0.07438478662821899,9.263662873620431,28.0,0.9965565290183553,3.2426366287362045,0.8229689900367885,11.3230426743562,1
7.655308090607085,0.4008797330111715,0.33494432038659416,2.1805864886741144,0.06801818851102455,6.0,12.0,0.9947811024514648,3.405055679613406,0.7005864886741143,11.674721601932971,1
12.649735578736168,0.30055653489356976,0.7182951391507796,2.5443465106430248,0.0938869302128605,9.0,28.0,0.9992508486485233,3.2022261395742793,0.7733392093614185,10.82226139574279,1
5.347305789410545,0.5299206665866909,0.1005388421178909,2.0738512282385453,0.047526942105894546,15.369256141192727,88.84231403529819,0.9919114578595271,3.5431537192940366,0.8705388421178909,13.461542690198732,1
8.324439375226657,0.29187615991113797,0.5403785184076851,1.8154906433623539,0.08941822610627435,34.018925920384255,102.89672904425097,0.9966676403495647,3.3082616764599218,0.7561962573449416,10.62392514689883,1
9.092703007428655,0.36291879702853774,0.3845272555714917,1.8127697369998528,0.06056551692427919,20.98175751857164,54.89054511142983,0.9949983425757851,3.1829187970285377,0.8207296992571343,10.992703007428656,1
9.442430830106861,0.31,0.3933342391396936,2.3212154150534317,0.08081823122580148,11.909115612900735,31.60607707526716,0.9972106348817176,3.3390911561290073,0.8418176877419853,11.545442193549633,1
7.89972555347684,0.5393962176490468,0.3402744465231606,2.500548893046321,0.07607684502648496,8.0,17.0,0.992363639992201,3.2003567804801087,0.7201646679138963,13.094236623013629,1
6.493050763323382,0.5462203604840248,0.14171184477545562,2.3206779474051955,0.11421017472654516,24.586441051896085,36.10338973702598,0.9951910338973703,3.4575932315568827,0.7162033842215587,11.382711789620783,1
10.157599841780565,0.3281601423974906,0.4942400158219434,2.515199683561132,0.0780800711987453,5.42400158219434,13.0,0.9971039181488323,3.1220802689730376,0.7018398576025094,10.966401740413774,1
5.1,0.43362972384088727,0.0,1.7917395613085532,0.044,17.669582452342127,87.83479122617106,0.9916583866939984,3.670087473570264,0.7473469212520383,13.542176929159872,1
10.492579991043353,0.41931099916831127,0.6582509978887903,2.945229994242155,0.11571909966092593,12.005300006397606,28.989399987204788,0.9969902479882284,3.2401060001279522,0.7504770005757845,11.7,1
8.954852241520687,0.4757614177006742,0.53,3.9551208933012565,0.09997775368074986,3.0,10.0,0.9958565094028123,3.205262760959577,0.5959838808931658,12.07008059553417,1
8.524053173927161,0.37731280518530386,0.35472246337776353,2.398149755851757,0.07878678784297768,10.490748779258784,43.037004882964865,0.9965543176881502,3.3774096581924598,0.6981497558517569,11.025021703998718,1
8.626497416418626,0.3606027267635243,0.3326497416418627,2.238551951689112,0.07126497416418627,13.277103903378224,30.831311710134674,0.9975897461246279,3.266023507439169,0.7493972732364758,9.921683122702579,1
9.598640254701925,0.4385147832720292,0.38090709912786014,5.635827705369329,0.0862834458926134,9.462584419460057,46.104307365766765,0.9996553294332245,3.3244670566775394,0.7628344589261341,10.410430736576677,1
8.61261709166538,0.26369145416731077,0.4284462818749034,2.159228635418277,0.075,11.436914541673108,19.563085458326892,0.9946722204204128,3.2160165368741307,0.7240771364581723,11.828154272916345,1
7.528029385635929,0.38133567450248484,0.18726285621571867,1.8859853071820358,0.07120364091433831,7.9299265359101785,14.53503673204491,0.9947194889803855,3.366496326795509,0.6837591830112277,11.714014692817964,1
9.582196503966594,0.2838309742063206,0.4114929226189618,2.5953238968252825,0.08300900916665464,16.0,47.0,0.9972078078277757,3.2665465444446045,0.8943886761903389,10.966366361111511,1
8.416141744129737,0.2645275697167638,0.39161417441297375,2.435827091502913,0.04325984417816317,3.8385825587026248,9.838582558702624,0.9944281893933665,3.2877559185427114,0.7019291279351312,12.354724302832363,1
9.613088931207866,0.4994922439850541,0.3574414683835595,2.476953463910325,0.07133201656388594,27.769534639103245,55.79492243985054,0.9955526177862416,3.2791988628941593,0.7592383659775812,12.141015512029892,1
11.032005933495766,0.2993598813300847,0.577119465985381,2.0935988133008467,0.05464011866991532,7.096017800487298,19.06401186699153,0.9979871976266017,3.2994380419463973,0.8729586946309316,10.48079643990254,1
10.3843809915347,0.3882047726720423,0.570395268439392,2.5597858464296106,0.10414905163230598,11.132857436510244,28.71095247883675,0.9969190666940743,3.24,0.7731238016930602,11.555476239418374,1
6.741134067121865,0.28391617764751437,0.2961824368848217,2.420197229064672,0.060007396089925204,11.997534636691599,41.19950692733832,0.9938214052570857,3.5579063161942805,0.7880295843597008,12.719211083741312,1
9.463752816301511,0.41791258448904534,0.5211002253041209,2.922004506082419,0.06475885420315594,11.736247183698488,24.736247183698488,0.9957934438366783,3.3268123591849244,0.8427505632603024,12.957121338808035,1
9.411936009272447,0.3676127981455107,0.5105968004636223,2.341047993045665,0.06506696044044122,12.529840023181116,25.0,0.9951417175974495,3.3505968004636224,0.7741047993045665,12.823143979136995,1
10.890478741759999,0.30707230095644444,0.46418026269866663,1.8927699043555557,0.0808553980871111,9.0,28.0,0.997504623343673,3.2282892038257778,0.8124338057386666,11.082892038257777,1
7.385776398845729,0.39037732962486194,0.2905225152452826,1.723222049855716,0.06192888199422864,3.0,13.696661495671483,0.9960464440997114,3.2741218947258606,1.058200310259711,10.11611024927858,1
12.170599556727995,0.4107961604902714,0.6407961604902714,3.021438838369292,0.10603213389395104,10.0,23.087290179589676,1.0000043645089796,3.1430167856328257,0.8491270982041033,10.29525178449239,1
9.342064856732849,0.38432856480047184,0.43432856480047183,3.003662373815608,0.06991454461096915,10.493896043640653,19.0,0.9954801115906974,3.2654272769451542,0.6806103956359347,11.80244158254374,1
6.740791394645839,0.32135971315486134,0.43252157764826277,2.4067985657743067,0.061203956973229195,23.796043026770803,34.2039569732292,0.9948644748367874,3.294079139464584,0.797960430267708,11.633992828871532,1
7.996192657647854,0.3207614684704292,0.3728256876863806,2.060321096079757,0.060831651501926313,4.679357807840486,10.0,0.9939879954189396,3.2892385315295707,0.5913027507455223,11.713027507455223,1
5.34061169024421,0.6182326693913669,0.09781649292673697,1.7938830975578988,0.0471877661951158,14.781649292673697,90.6244676097684,0.9920555478034164,3.552183507073263,0.8678164929267369,13.356329858534739,1
10.778461711094062,0.27784617110940624,0.5356923422188125,1.9892308555470313,0.061753840111707814,6.630769518490104,19.738460963019794,0.9978523078073961,3.2878461711094062,0.9316922674113854,10.61076914445297,1
8.56341437777528,0.341798758055337,0.404542679722191,2.29085359444382,0.07844205874985943,6.0,10.0,0.9956689022211086,3.228231765000562,0.63457320277809,11.517987580553369,1
10.29027937641237,0.3580558752824739,0.47097206235876304,2.1,0.07547263786721603,5.451396882061847,9.451396882061847,0.9955098775770469,3.163888249435052,0.6719441247175261,11.964580935381447,1
9.064676593966693,0.38293531879333864,0.45489219798889774,2.996185822122125,0.07980929110610625,12.0,24.548921979888977,0.9953308126258322,3.2903814177877875,0.749402978190008,12.713598573855672,1
8.399134768834882,0.2860519138699071,0.37017304623302355,1.7806921849320942,0.09226822166118656,5.798269537669764,15.201730462330236,0.9949051274325316,3.2697404306504643,0.7541211323631165,11.941211323631165,1
6.3214858574558,0.346239974945235,0.20114288696995833,2.2107429287279,0.02209371046784533,33.476572383038665,95.89943012243783,0.9906904685523392,3.3357028285088397,0.5256342344116717,12.425485439876383,1
9.703345077633077,0.6476984644260281,0.363639566627203,3.13849232213014,0.08370294488994126,20.912131888757344,58.12131888757343,0.9987857714553846,3.3673639566627203,0.7231802166863985,11.420918699881609,1
10.222119637507232,0.2683294864065212,0.5413882477344203,2.024942296097818,0.08272235045311596,41.028226585905855,73.02822658590586,0.995299912960885,3.027200422970287,0.6702591842981859,11.66117522655798,1
7.302168719531464,0.4794849291112773,0.3201084359765732,2.100271089941433,0.06196204740819938,31.01084359765732,53.99728910058567,0.9972738191493343,3.29991867301757,0.6509759237891587,10.00650615859439,1
8.429982361514991,0.27066431486866555,0.35,1.7,0.06018312755100823,6.116696064141681,15.0,0.9951629805976664,3.3023339212828335,0.7470017638485009,11.811669606414169,1
7.878532960841514,0.35902506984221616,0.3851699161893406,2.152683379894811,0.07666815223260866,6.0,12.0,0.9945383454050848,3.354830083810659,0.6726833798948108,11.925849580946704,1
8.442440752422335,0.3845491692950255,0.3624271316739087,2.193898118944161,0.06760610188105584,5.2122037621116775,12.0,0.9949906238088536,3.330305094052792,0.7175728683260912,12.133287930838577,1
12.353731469845727,0.31468526600402447,0.6800584129885971,3.4994158701140274,0.08276573669979878,23.411421100067074,42.79428944996646,0.9979211551848893,3.0811421100067076,0.6985139495030184,11.646852660040246,1
9.846650374943282,0.28493789501588107,0.48893300749886565,4.957320299954626,0.08093300749886556,9.106699250113437,17.32009775034031,0.995102480155279,3.2060048875170155,0.5488087975306277,12.46799022496597,1
8.471600412036201,0.28179631119539267,0.3096964142044427,1.8044907779884816,0.05723908809975318,13.0,26.850727460016454,0.9938862618856049,3.1788108603957217,0.6094054301978609,11.479127047980255,1
8.218961788323076,0.4809661138683077,0.2909300649640001,1.9524152846707692,0.0639355924087795,6.0,11.745974525548718,0.9946570295605864,3.35,0.6823792357664615,11.954025474451281,1
7.463407317174367,0.6214037194944858,0.004085182929359169,1.4451109757615501,0.07439592073752609,13.77444512119225,19.77444512119225,0.9950411997563704,3.361403719494486,0.5067666463642325,10.204259146467958,1
9.527417672510087,0.2934716765150159,0.5393886706060064,2.587773412120127,0.07480474319480054,6.0,18.067061932900046,0.9963743610255401,3.201341238658001,1.10049274952398,12.093886706060063,1
8.992743581165913,0.37936506335201736,0.4099092947645739,2.398185895291478,0.10259182644058257,6.0,10.0,0.9960338320439901,3.1316326942376698,0.5809070523542609,11.893650633520174,1
7.346002172063884,0.5820993121797698,0.09840086882555388,2.338499456984029,0.060405074212182726,6.0,11.205001810053238,0.9933645016290479,3.3315498370952086,0.6517999275978705,12.638499456984029,1
10.183085660144798,0.28,0.4055311405561539,1.8137685754891402,0.0570338286797104,17.3792285849638,32.7584571699276,0.99623048054896,3.199299716045294,0.7572225745416741,10.86546000947466,1
9.70876850133325,0.5263224711794856,0.5516123558974277,2.3779348270769134,0.09071993213128104,30.073550576410288,52.147101152820575,0.9971132391037537,3.1980905634051315,0.7519094365948682,11.482319077743538,1
6.993756205826405,0.577615103195332,0.1197134831769508,1.4227227593989782,0.06667042069549234,14.721596550751277,21.83521034774617,0.9945109108962402,3.4067042069549234,0.5813613796994892,10.334084139098467,1
8.16152428482873,0.25951905356035915,0.33759526780179566,2.485571606810774,0.07208620176468233,16.144283931892264,47.096189287928176,0.9959746281436532,3.4,0.7790381071207183,11.280762142414366,1
7.1756347562033955,0.8396224962042382,0.09596659299265564,2.090757240875708,0.12355478887587593,6.56302896350283,23.87394207299434,0.9957445434452542,3.3980668140146886,0.6915122484672311,10.702516691971745,1
5.685000983596527,0.47042640405082314,0.24538246287255305,2.0483822661532476,0.05060295564112541,19.269123143627652,101.34411822564502,0.9931742660077012,3.4324705419483985,0.849352906461299,12.48705812922598,1
7.8,0.5151305004389815,0.12478919159856833,2.1746486526642803,0.08073444033227528,8.750501924765313,17.750501924765313,0.9969297389991221,3.352515057742959,0.6223945957992841,9.87424711285203,1
9.9,0.4939166835655128,0.5319120548747079,2.2195834178275637,0.08598379958218302,30.200462869080486,50.997685654597575,0.9970318426245126,3.204032400835634,0.7720277721448291,11.399537130919516,1
